VehicleID,Type,Battery_Level_Pct,Last_Maintenance_Date,Trip_Count,Total_Revenue,Avg_Fare,Avg_Duration,Peak_Trip_Count,Weekend_Trip_Count,Rain_Trip_Count,Heavy_Rain_Trip_Count,Unique_Start_Stations,Unique_End_Stations,Days_Since_Maintenance,Utilization_Segment,Maintenance_Risk_Level
V0073,E-Bike,73,2025-08-14,3.0,147000.0,49000.0,32.666666666666664,1.0,1.0,1.0,0.0,3.0,3.0,77,Mid Revenue,Critical
V0074,E-Bike,83,2025-08-30,1.0,36000.0,36000.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,61,Low Revenue,Critical
V0075,E-Bike,71,2025-09-22,3.0,132000.0,44000.0,29.333333333333332,2.0,0.0,1.0,1.0,3.0,2.0,38,Mid Revenue,Critical
V0076,E-Bike,29,2025-08-03,3.0,112500.0,37500.0,25.0,1.0,0.0,1.0,1.0,2.0,3.0,88,Mid Revenue,Critical
V0077,E-Bike,64,2025-08-18,4.0,160500.0,40125.0,26.75,2.0,1.0,1.0,1.0,4.0,3.0,73,Mid Revenue,Critical
V0078,E-Bike,60,2025-09-10,8.0,282000.0,35250.0,23.5,2.0,2.0,2.0,2.0,6.0,5.0,50,High Revenue,Critical
V0079,E-Bike,53,2025-09-17,4.0,100500.0,25125.0,16.75,2.0,1.0,0.0,0.0,4.0,4.0,43,Mid Revenue,Critical
V0080,E-Bike,23,2025-09-19,5.0,184500.0,36900.0,24.6,2.0,2.0,1.0,1.0,4.0,4.0,41,Mid Revenue,Critical
V0081,E-Bike,93,2025-08-18,2.0,51000.0,25500.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,73,Low Revenue,Critical
V0082,E-Bike,71,2025-09-05,4.0,151500.0,37875.0,25.25,1.0,0.0,0.0,0.0,3.0,4.0,55,Mid Revenue,Critical
V0083,E-Bike,92,2025-09-02,5.0,178500.0,35700.0,23.8,2.0,3.0,0.0,0.0,5.0,4.0,58,Mid Revenue,Critical
V0084,E-Bike,83,2025-09-13,4.0,126000.0,31500.0,21.0,1.0,2.0,0.0,0.0,4.0,2.0,47,Mid Revenue,Critical
V0085,E-Bike,52,2025-08-03,3.0,154500.0,51500.0,34.333333333333336,2.0,1.0,0.0,0.0,3.0,2.0,88,Mid Revenue,Critical
V0086,E-Bike,65,2025-09-07,2.0,100500.0,50250.0,33.5,0.0,1.0,1.0,0.0,2.0,2.0,53,Mid Revenue,Critical
V0087,E-Bike,84,2025-09-17,3.0,81000.0,27000.0,18.0,2.0,1.0,1.0,0.0,3.0,3.0,43,Mid Revenue,Critical
V0088,E-Bike,100,2025-08-06,2.0,88500.0,44250.0,29.5,0.0,2.0,1.0,1.0,2.0,2.0,85,Mid Revenue,Critical
V0089,E-Bike,63,2025-09-06,1.0,21000.0,21000.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,54,Low Revenue,Critical
V0090,E-Bike,70,2025-09-13,1.0,57000.0,57000.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,47,Low Revenue,Critical
V0091,E-Bike,51,2025-08-28,2.0,76500.0,38250.0,25.5,0.0,0.0,0.0,0.0,2.0,2.0,63,Mid Revenue,Critical
V0092,E-Bike,31,2025-09-18,5.0,181500.0,36300.0,24.2,0.0,1.0,0.0,0.0,3.0,4.0,42,Mid Revenue,Critical
V0093,E-Bike,14,2025-08-17,6.0,144000.0,24000.0,16.0,2.0,3.0,3.0,3.0,5.0,4.0,74,Mid Revenue,Critical
V0094,E-Bike,14,2025-09-07,1.0,31500.0,31500.0,21.0,1.0,1.0,0.0,0.0,1.0,1.0,53,Low Revenue,Critical
V0095,E-Bike,12,2025-08-06,2.0,66000.0,33000.0,22.0,0.0,0.0,0.0,0.0,2.0,2.0,85,Low Revenue,Critical
V0096,E-Bike,27,2025-08-08,1.0,10500.0,10500.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,83,Low Revenue,Critical
V0097,E-Bike,71,2025-08-12,4.0,148500.0,37125.0,24.75,4.0,1.0,0.0,0.0,3.0,3.0,79,Mid Revenue,Critical
V0098,E-Bike,71,2025-08-05,2.0,73500.0,36750.0,24.5,1.0,1.0,0.0,0.0,2.0,2.0,86,Low Revenue,Critical
V0099,E-Bike,36,2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Low Revenue,Critical
V0100,E-Bike,14,2025-08-13,2.0,78000.0,39000.0,26.0,2.0,1.0,0.0,0.0,1.0,1.0,78,Mid Revenue,Critical
V0101,E-Bike,42,2025-08-29,2.0,82500.0,41250.0,27.5,1.0,2.0,0.0,0.0,2.0,2.0,62,Mid Revenue,Critical
V0102,E-Bike,17,2025-08-18,5.0,226500.0,45300.0,30.2,2.0,2.0,0.0,0.0,3.0,3.0,73,High Revenue,Critical
V0103,E-Bike,67,2025-08-13,6.0,267000.0,44500.0,29.666666666666668,2.0,2.0,2.0,1.0,4.0,4.0,78,High Revenue,Critical
V0104,E-Bike,63,2025-08-17,2.0,121500.0,60750.0,40.5,0.0,0.0,0.0,0.0,2.0,2.0,74,Mid Revenue,Critical
V0105,E-Bike,73,2025-09-27,3.0,138000.0,46000.0,30.666666666666668,0.0,1.0,0.0,0.0,2.0,3.0,33,Mid Revenue,Critical
V0106,E-Bike,54,2025-08-16,4.0,127500.0,31875.0,21.25,3.0,0.0,1.0,0.0,3.0,4.0,75,Mid Revenue,Critical
V0107,E-Bike,99,2025-08-26,4.0,102000.0,25500.0,17.0,4.0,1.0,0.0,0.0,4.0,3.0,65,Mid Revenue,Critical
V0108,E-Bike,19,2025-08-04,5.0,135000.0,27000.0,18.0,4.0,2.0,1.0,0.0,4.0,4.0,87,Mid Revenue,Critical
V0109,E-Bike,100,2025-09-03,3.0,112500.0,37500.0,25.0,1.0,1.0,0.0,0.0,2.0,3.0,57,Mid Revenue,Critical
V0110,E-Bike,23,2025-08-02,3.0,184500.0,61500.0,41.0,2.0,1.0,0.0,0.0,3.0,2.0,89,Mid Revenue,Critical
V0111,E-Bike,98,2025-08-11,2.0,106500.0,53250.0,35.5,0.0,1.0,2.0,2.0,2.0,2.0,80,Mid Revenue,Critical
V0112,E-Bike,63,2025-08-13,4.0,97500.0,24375.0,16.25,1.0,2.0,0.0,0.0,4.0,4.0,78,Mid Revenue,Critical
V0113,E-Bike,55,2025-08-19,4.0,112500.0,28125.0,18.75,2.0,0.0,0.0,0.0,3.0,4.0,72,Mid Revenue,Critical
V0114,E-Bike,29,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Revenue,Watch
V0115,E-Bike,11,2025-09-30,3.0,87000.0,29000.0,19.333333333333332,2.0,0.0,0.0,0.0,3.0,3.0,30,Mid Revenue,Critical
V0116,E-Bike,37,2025-08-03,1.0,61500.0,61500.0,41.0,1.0,1.0,0.0,0.0,1.0,1.0,88,Low Revenue,Critical
V0117,E-Bike,66,2025-08-06,3.0,136500.0,45500.0,30.333333333333332,2.0,1.0,1.0,1.0,3.0,3.0,85,Mid Revenue,Critical
V0118,E-Bike,25,2025-08-23,4.0,166500.0,41625.0,27.75,3.0,2.0,0.0,0.0,3.0,3.0,68,Mid Revenue,Critical
V0119,E-Bike,65,2025-09-24,1.0,31500.0,31500.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,36,Low Revenue,Critical
V0120,E-Bike,46,2025-08-22,6.0,288000.0,48000.0,32.0,1.0,2.0,1.0,1.0,5.0,4.0,69,High Revenue,Critical
V0121,E-Bike,43,2025-09-23,5.0,163500.0,32700.0,21.8,2.0,1.0,0.0,0.0,5.0,4.0,37,Mid Revenue,Critical
V0122,E-Bike,84,2025-08-07,5.0,189000.0,37800.0,25.2,2.0,2.0,2.0,1.0,4.0,5.0,84,High Revenue,Critical
V0123,E-Bike,85,2025-08-05,5.0,192000.0,38400.0,25.6,2.0,3.0,3.0,1.0,3.0,4.0,86,High Revenue,Critical
V0124,E-Bike,93,2025-08-08,2.0,76500.0,38250.0,25.5,0.0,0.0,1.0,1.0,2.0,1.0,83,Mid Revenue,Critical
V0125,E-Bike,53,2025-09-08,2.0,91500.0,45750.0,30.5,0.0,1.0,1.0,0.0,2.0,2.0,52,Mid Revenue,Critical
V0126,E-Bike,10,2025-09-19,3.0,117000.0,39000.0,26.0,0.0,2.0,0.0,0.0,2.0,2.0,41,Mid Revenue,Critical
V0127,E-Bike,61,2025-08-08,6.0,199500.0,33250.0,22.166666666666668,1.0,1.0,0.0,0.0,4.0,4.0,83,High Revenue,Critical
V0128,E-Bike,61,2025-08-28,5.0,105000.0,21000.0,14.0,4.0,2.0,1.0,0.0,4.0,3.0,63,Mid Revenue,Critical
V0129,E-Bike,65,2025-09-16,3.0,121500.0,40500.0,27.0,2.0,0.0,0.0,0.0,3.0,2.0,44,Mid Revenue,Critical
V0130,E-Bike,31,2025-08-29,4.0,195000.0,48750.0,32.5,1.0,2.0,0.0,0.0,3.0,4.0,62,High Revenue,Critical
V0131,E-Bike,40,2025-09-01,3.0,114000.0,38000.0,25.333333333333332,3.0,1.0,0.0,0.0,3.0,3.0,59,Mid Revenue,Critical
V0132,E-Bike,70,2025-09-03,1.0,51000.0,51000.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,57,Low Revenue,Critical
V0133,E-Bike,34,2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Low Revenue,Critical
V0134,E-Bike,66,2025-09-01,2.0,81000.0,40500.0,27.0,0.0,1.0,1.0,1.0,2.0,2.0,59,Mid Revenue,Critical
V0135,E-Bike,83,2025-09-06,6.0,256500.0,42750.0,28.5,2.0,2.0,0.0,0.0,4.0,5.0,54,High Revenue,Critical
V0136,E-Bike,24,2025-08-29,5.0,193500.0,38700.0,25.8,3.0,2.0,1.0,0.0,3.0,3.0,62,High Revenue,Critical
V0137,E-Bike,65,2025-09-09,1.0,49500.0,49500.0,33.0,1.0,0.0,0.0,0.0,1.0,1.0,51,Low Revenue,Critical
V0138,E-Bike,61,2025-08-31,4.0,99000.0,24750.0,16.5,3.0,0.0,2.0,0.0,3.0,4.0,60,Mid Revenue,Critical
V0139,E-Bike,94,2025-08-25,4.0,169500.0,42375.0,28.25,2.0,3.0,0.0,0.0,3.0,4.0,66,Mid Revenue,Critical
V0140,E-Bike,68,2025-08-22,3.0,100500.0,33500.0,22.333333333333332,2.0,1.0,1.0,0.0,2.0,2.0,69,Mid Revenue,Critical
V0141,E-Bike,29,2025-09-16,4.0,108000.0,27000.0,18.0,3.0,1.0,1.0,0.0,4.0,3.0,44,Mid Revenue,Critical
V0142,E-Bike,91,2025-09-22,3.0,115500.0,38500.0,25.666666666666668,1.0,0.0,1.0,1.0,3.0,3.0,38,Mid Revenue,Critical
V0143,E-Bike,78,2025-09-21,3.0,171000.0,57000.0,38.0,2.0,0.0,2.0,2.0,2.0,3.0,39,Mid Revenue,Critical
V0144,E-Bike,63,2025-08-07,2.0,54000.0,27000.0,18.0,2.0,1.0,0.0,0.0,2.0,2.0,84,Low Revenue,Critical
V0145,E-Bike,68,2025-09-13,5.0,225000.0,45000.0,30.0,1.0,2.0,0.0,0.0,3.0,5.0,47,High Revenue,Critical
V0146,E-Bike,90,2025-08-14,7.0,189000.0,27000.0,18.0,4.0,1.0,0.0,0.0,5.0,4.0,77,High Revenue,Critical
V0147,E-Bike,93,2025-09-22,5.0,229500.0,45900.0,30.6,2.0,3.0,1.0,1.0,4.0,4.0,38,High Revenue,Critical
V0148,E-Bike,82,2025-09-22,6.0,190500.0,31750.0,21.166666666666668,3.0,1.0,1.0,1.0,4.0,6.0,38,High Revenue,Critical
V0149,E-Bike,64,2025-08-08,2.0,103500.0,51750.0,34.5,1.0,0.0,1.0,1.0,2.0,1.0,83,Mid Revenue,Critical
V0150,E-Bike,53,2025-09-13,3.0,79500.0,26500.0,17.666666666666668,2.0,1.0,0.0,0.0,3.0,3.0,47,Mid Revenue,Critical
V0151,E-Bike,94,2025-09-28,5.0,169500.0,33900.0,22.6,1.0,0.0,1.0,1.0,4.0,4.0,32,Mid Revenue,Critical
V0152,E-Bike,43,2025-08-29,10.0,364500.0,36450.0,24.3,4.0,6.0,4.0,2.0,7.0,4.0,62,High Revenue,Critical
V0153,E-Bike,94,2025-08-20,1.0,10500.0,10500.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,71,Low Revenue,Critical
V0154,E-Bike,13,2025-08-19,3.0,108000.0,36000.0,24.0,1.0,1.0,0.0,0.0,3.0,3.0,72,Mid Revenue,Critical
V0155,E-Bike,51,2025-09-24,4.0,177000.0,44250.0,29.5,2.0,1.0,0.0,0.0,3.0,2.0,36,Mid Revenue,Critical
V0156,E-Bike,41,2025-09-04,7.0,252000.0,36000.0,24.0,4.0,3.0,2.0,1.0,5.0,6.0,56,High Revenue,Critical
V0157,E-Bike,67,2025-09-05,2.0,94500.0,47250.0,31.5,1.0,0.0,0.0,0.0,1.0,2.0,55,Mid Revenue,Critical
V0158,E-Bike,24,2025-09-02,4.0,177000.0,44250.0,29.5,2.0,2.0,2.0,0.0,3.0,3.0,58,Mid Revenue,Critical
V0159,E-Bike,87,2025-08-30,3.0,51000.0,17000.0,11.333333333333334,1.0,0.0,3.0,2.0,3.0,3.0,61,Low Revenue,Critical
V0160,E-Bike,39,2025-09-17,4.0,181500.0,45375.0,30.25,3.0,1.0,1.0,1.0,3.0,4.0,43,Mid Revenue,Critical
V0161,E-Bike,99,2025-09-29,3.0,118500.0,39500.0,26.333333333333332,2.0,1.0,0.0,0.0,3.0,2.0,31,Mid Revenue,Critical
V0162,E-Bike,19,2025-08-21,2.0,70500.0,35250.0,23.5,2.0,0.0,0.0,0.0,2.0,1.0,70,Low Revenue,Critical
V0163,E-Bike,92,2025-08-07,1.0,40500.0,40500.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,84,Low Revenue,Critical
V0164,E-Bike,63,2025-09-16,4.0,156000.0,39000.0,26.0,2.0,2.0,1.0,1.0,2.0,4.0,44,Mid Revenue,Critical
V0165,E-Bike,45,2025-09-26,5.0,235500.0,47100.0,31.4,2.0,0.0,0.0,0.0,4.0,4.0,34,High Revenue,Critical
V0166,E-Bike,56,2025-08-29,2.0,46500.0,23250.0,15.5,1.0,2.0,0.0,0.0,2.0,2.0,62,Low Revenue,Critical
V0167,E-Bike,59,2025-08-17,4.0,124500.0,31125.0,20.75,1.0,2.0,0.0,0.0,3.0,3.0,74,Mid Revenue,Critical
V0168,E-Bike,19,2025-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Low Revenue,Critical
V0169,E-Bike,68,2025-09-04,2.0,84000.0,42000.0,28.0,1.0,1.0,1.0,1.0,2.0,2.0,56,Mid Revenue,Critical
V0170,E-Bike,61,2025-09-07,2.0,70500.0,35250.0,23.5,1.0,1.0,0.0,0.0,2.0,2.0,53,Low Revenue,Critical
V0171,E-Bike,97,2025-08-31,3.0,106500.0,35500.0,23.666666666666668,1.0,1.0,1.0,0.0,3.0,2.0,60,Mid Revenue,Critical
V0172,E-Bike,55,2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,Low Revenue,Critical
V0173,E-Bike,88,2025-08-18,3.0,76500.0,25500.0,17.0,2.0,2.0,2.0,1.0,3.0,3.0,73,Mid Revenue,Critical
V0174,E-Bike,42,2025-09-03,5.0,147000.0,29400.0,19.6,1.0,0.0,0.0,0.0,4.0,4.0,57,Mid Revenue,Critical
V0175,E-Bike,97,2025-08-31,6.0,292500.0,48750.0,32.5,3.0,0.0,0.0,0.0,4.0,5.0,60,High Revenue,Critical
V0176,E-Bike,16,2025-08-04,1.0,7500.0,7500.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,87,Low Revenue,Critical
V0177,E-Bike,21,2025-09-12,9.0,348000.0,38666.666666666664,25.77777777777778,4.0,0.0,1.0,1.0,7.0,7.0,48,High Revenue,Critical
V0178,E-Bike,75,2025-08-20,1.0,22500.0,22500.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,71,Low Revenue,Critical
V0179,E-Bike,67,2025-08-01,3.0,112500.0,37500.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,90,Mid Revenue,Critical
V0180,E-Bike,22,2025-08-20,3.0,70500.0,23500.0,15.666666666666666,1.0,1.0,0.0,0.0,3.0,3.0,71,Low Revenue,Critical
V0181,E-Bike,84,2025-08-27,3.0,133500.0,44500.0,29.666666666666668,1.0,0.0,1.0,1.0,2.0,3.0,64,Mid Revenue,Critical
V0182,E-Bike,61,2025-09-28,1.0,42000.0,42000.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,32,Low Revenue,Critical
